smiles,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37
COc1cccc(C(=O)NCCc2ccc(F)cc2)c1F,<bos>,C,O,<0>,c1ccccc1,<4>,<5>,(,F,),C=O,N,C,C,<0>,c1ccccc1,<3>,F,<eos>,,,,,,,,,,,,,,,,,,,
COc1cc2nc(O)n(OC)c(=O)c2cc1NC(=O)c1ccccc1,<bos>,C,O,<7>,O=c1[nH]cnc2ccccc12,<8>,<2>,(,O,C,),<3>,(,O,),N,C=O,<0>,c1ccccc1,<eos>,,,,,,,,,,,,,,,,,,
CCc1nc(C)c(C(=O)N2CCN(C(=O)c3ccccc3)CC2)o1,<bos>,C,C,<3>,c1cocn1,<1>,<0>,(,C,),C=O,<2>,C1CNCCN1,<5>,C=O,<0>,c1ccccc1,<eos>,,,,,,,,,,,,,,,,,,,,
CCN(Cc1nc2ccc(OC)cc2[nH]1)c1ncnc2[nH]ccc12,<bos>,C,C,N,(,<2>,c1ncc2cc[nH]c2n1,),C,<5>,c1ccc2[nH]cnc2c1,<1>,O,C,<eos>,,,,,,,,,,,,,,,,,,,,,,,
Cc1ccc(Cl)c(NC(=O)C(C)N2CCN(C(=O)CO)CC2)c1,<bos>,C,<0>,c1ccccc1,<4>,<3>,(,Cl,),N,C=O,C,(,C,),<2>,C1CNCCN1,<5>,C=O,C,O,<eos>,,,,,,,,,,,,,,,,
CC(=O)NCCOC(=O)c1ccn(-c2cc3ccccc3o2)n1,<bos>,C,C=O,N,C,C,O,C=O,<1>,c1cn[nH]c1,<3>,<5>,c1ccc2occc2c1,<eos>,,,,,,,,,,,,,,,,,,,,,,,,
Cc1nc2ccc(NC(=O)CNc3ccc(C)c(F)c3)cc2s1,<bos>,C,<3>,c1ccccc1,<0>,<4>,(,F,),N,C,C=O,N,<1>,c1ccc2scnc2c1,<5>,C,<eos>,,,,,,,,,,,,,,,,,,,,
CCOC(=O)C1CCCN(C(=O)c2ccc(C)[nH]c2=O)C1,<bos>,C,C,O,C=O,<1>,C1CCNCC1,<3>,C=O,<2>,O=c1cccc[nH]1,<5>,C,<eos>,,,,,,,,,,,,,,,,,,,,,,,,
Cc1cc(Br)ccc1-n1ncc(C#N)c1N,<bos>,N,<4>,c1cn[nH]c1,<3>,<0>,(,C#N,),<3>,c1ccccc1,<0>,<4>,(,C,),Br,<eos>,,,,,,,,,,,,,,,,,,,,
CC1CCCC(OC(=O)CCC(=O)c2c(N)n(C)c(=O)n(C)c2=O)C1,<bos>,C,<4>,O=c1cc[nH]c(=O)[nH]1,<2>,<7>,(,C,),<3>,(,N,),C=O,C,C,C=O,O,<4>,C1CCCCC1,<0>,C,<eos>,,,,,,,,,,,,,,,
CN(Cc1nc(-c2ccco2)no1)C(=O)c1ccc(Cl)c(Cl)c1,<bos>,Cl,<3>,c1ccccc1,<0>,<4>,(,Cl,),C=O,N,(,C,),C,<2>,c1ncon1,<0>,<4>,c1ccoc1,<eos>,,,,,,,,,,,,,,,,,
CC(C)(CNC(=O)c1ccsc1)c1ccncc1,<bos>,C,C,(,C,),(,<0>,c1ccncc1,),C,N,C=O,<0>,c1ccsc1,<eos>,,,,,,,,,,,,,,,,,,,,,,
O=S(=O)(CCc1nc(C2CC2)no1)c1cccc(Cl)c1,<bos>,Cl,<4>,c1ccccc1,<0>,O=[SH2]=O,C,C,<2>,c1ncon1,<0>,<0>,C1CC1,<eos>,,,,,,,,,,,,,,,,,,,,,,,,
CSc1ccc(NC(=O)NCc2ccccc2-n2cncn2)cn1,<bos>,C,S,<4>,c1ccncc1,<1>,N,C=O,N,C,<0>,c1ccccc1,<5>,<3>,c1nc[nH]n1,<eos>,,,,,,,,,,,,,,,,,,,,,,
O=C1NC(CCc2ccsc2)Nc2ccc(Cl)cc21,<bos>,c1ccsc1,<0>,C,C,<3>,O=C1NCNc2ccccc21,<8>,Cl,<eos>,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CC(C)N(C(=O)c1c[nH]nc1-c1ccccc1)C1CC1,<bos>,C,C,(,C,),N,(,<0>,C1CC1,),C=O,<0>,c1cn[nH]c1,<1>,<0>,c1ccccc1,<eos>,,,,,,,,,,,,,,,,,,,,
O=c1[nH]nc(SCc2ccccc2F)c(=O)[nH]1,<bos>,F,<5>,c1ccccc1,<0>,C,S,<2>,O=c1cn[nH]c(=O)[nH]1,<eos>,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cc1ccc(O)c(C)c1-c1ccc2c(C)cc(=O)oc2c1,<bos>,C,<0>,c1ccccc1,<5>,<4>,(,C,),<3>,(,O,),<7>,O=c1ccc2ccccc2o1,<3>,C,<eos>,,,,,,,,,,,,,,,,,,,,
CC(C)(C)c1ccc(C(O)c2nc3n(n2)CCCC3)cc1,<bos>,C,C,(,C,),(,C,),<0>,c1ccccc1,<3>,C,(,O,),<0>,c1nc2n(n1)CCCC2,<eos>,,,,,,,,,,,,,,,,,,,
COc1cccc(S(=O)(=O)CCCn2cccn2)c1,<bos>,C,O,<0>,c1ccccc1,<4>,O=[SH2]=O,C,C,C,<3>,c1cn[nH]c1,<eos>,,,,,,,,,,,,,,,,,,,,,,,,,
Cn1cc(C(N)=O)cc1C(=O)NCCc1ccc(F)c(F)c1,<bos>,F,<3>,c1ccccc1,<0>,<4>,(,F,),C,C,N,C=O,<2>,c1cc[nH]c1,<0>,<3>,(,C,),C=O,N,<eos>,,,,,,,,,,,,,,,
c1ccc(-n2nnnc2SCc2ccc3c(c2)OCCO3)cc1,<bos>,c1ccccc1,<0>,<4>,c1nnn[nH]1,<0>,S,C,<0>,c1ccc2c(c1)OCCO2,<eos>,,,,,,,,,,,,,,,,,,,,,,,,,,,
CC(C)c1nnc(NC(=O)c2cccc(NC(=O)C3CC3)c2)s1,<bos>,C,C,(,C,),<0>,c1nncs1,<3>,N,C=O,<0>,c1ccccc1,<4>,N,C=O,<0>,C1CC1,<eos>,,,,,,,,,,,,,,,,,,,
Cc1ccc(C(=O)Nc2cc(C)no2)c(F)c1,<bos>,C,<0>,c1ccccc1,<3>,<4>,(,F,),C=O,N,<4>,c1cnoc1,<1>,C,<eos>,,,,,,,,,,,,,,,,,,,,,,
C#CCOc1ccc(C(=O)NCc2cc(F)ccc2OC)cc1,<bos>,C,O,<3>,c1ccccc1,<4>,<0>,(,F,),C,N,C=O,<3>,c1ccccc1,<0>,O,C,<0>,C#C,<eos>,,,,,,,,,,,,,,,,,
COc1ccc(C(=O)N(C)CC(=O)Nc2nccs2)cc1Cl,<bos>,C,O,<3>,c1ccccc1,<0>,<4>,(,Cl,),C=O,N,(,C,),C,C=O,N,<3>,c1cscn1,<eos>,,,,,,,,,,,,,,,,,
COc1ccc(CNC(=O)c2cnc3ccc(C)cn23)cc1F,<bos>,C,O,<3>,c1ccccc1,<0>,<4>,(,F,),C,N,C=O,<4>,c1ccn2ccnc2c1,<1>,C,<eos>,,,,,,,,,,,,,,,,,,,,
O=C(Nc1snc2c1CCC2)c1ccc(-c2ccccc2)o1,<bos>,c1ccccc1,<0>,<2>,c1ccoc1,<4>,C=O,N,<0>,c1snc2c1CCC2,<eos>,,,,,,,,,,,,,,,,,,,,,,,,,,,
O=C(NCc1nnnn1C1CC1)C12CC3CC(CC(O)(C3)C1)C2,<bos>,C1CC1,<0>,<4>,c1nnn[nH]1,<0>,C,N,C=O,<3>,C1C2CC3CC1CC(C2)C3,<7>,O,<eos>,,,,,,,,,,,,,,,,,,,,,,,,
CCc1cccc(CO)c1NC(=O)N1C(C)CCCC1C,<bos>,C,<2>,C1CCNCC1,<3>,<4>,(,C,),C=O,N,<5>,c1ccccc1,<0>,<4>,(,C,O,),C,C,<eos>,,,,,,,,,,,,,,,,
N#Cc1cccnc1Nc1cccc(Nc2cn[nH]n2)c1,<bos>,C#N,<1>,c1ccncc1,<2>,N,<0>,c1ccccc1,<4>,N,<0>,c1cn[nH]n1,<eos>,,,,,,,,,,,,,,,,,,,,,,,,,
OCc1c(O)ccc2c1C(C(O)CO)NCC2,<bos>,O,C,C,(,O,),<9>,c1ccc2c(c1)CCNC2,<2>,<1>,(,O,),C,O,<eos>,,,,,,,,,,,,,,,,,,,,,
CC(C)(C)C(C#N)NC(=O)CSc1ccc(F)cc1,<bos>,C,C,(,C,),(,C,),C,(,C#N,),N,C=O,C,S,<0>,c1ccccc1,<3>,F,<eos>,,,,,,,,,,,,,,,,
Nc1cnc(Cc2ccc(N3CCCCC3)nc2)nc1,<bos>,N,<0>,c1cncnc1,<3>,C,<1>,c1ccncc1,<4>,<3>,C1CCNCC1,<eos>,,,,,,,,,,,,,,,,,,,,,,,,,,
CCOCC(=O)Nc1ccccc1C(=O)OCC,<bos>,C,C,O,C=O,<0>,c1ccccc1,<5>,N,C=O,C,O,C,C,<eos>,,,,,,,,,,,,,,,,,,,,,,,
CN(Cc1ccncc1)C(=O)COc1ccc(C(F)(F)F)cc1,<bos>,F,C,(,F,),(,F,),<3>,c1ccccc1,<0>,O,C,C=O,N,(,C,),C,<0>,c1ccncc1,<eos>,,,,,,,,,,,,,,,
Cc1cc(C)n(Cc2nc3ccccc3n2CC(=O)N2CCCCCC2)n1,<bos>,C,<1>,c1cn[nH]c1,<3>,<4>,(,C,),C,<5>,c1ccc2[nH]cnc2c1,<4>,C,C=O,<4>,C1CCCNCC1,<eos>,,,,,,,,,,,,,,,,,,,,
O=C(NCc1cccc(OCC(F)F)c1)c1ccc(-n2cccn2)nc1,<bos>,F,C,(,F,),C,O,<4>,c1ccccc1,<0>,C,N,C=O,<1>,c1ccncc1,<4>,<3>,c1cn[nH]c1,<eos>,,,,,,,,,,,,,,,,,,
O=C(COc1ccccc1)NC1CCSc2ccccc21,<bos>,c1ccccc1,<0>,O,C,C=O,N,<6>,c1ccc2c(c1)CCCS2,<eos>,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O=C(Nc1ccc(Cl)cc1OCCO)C1CCCC1,<bos>,O,C,C,O,<4>,c1ccccc1,<3>,<0>,(,Cl,),N,C=O,<0>,C1CCCC1,<eos>,,,,,,,,,,,,,,,,,,,,,
,<bos>,C,C,<2>,O=c1[nH]cnc2cn[nH]c12,<3>,<6>,(,C,),<11>,(,C,),N,C,C,<eos>,,,,,,,,,,,,,,,,,,,,
CCOC1CCN(C(=O)CNC(=O)Cc2ccccc2C)CC1,<bos>,C,C,O,<0>,C1CCNCC1,<3>,C=O,C,N,C=O,C,<5>,c1ccccc1,<0>,C,<eos>,,,,,,,,,,,,,,,,,,,,,
COC(=O)c1ccc2c(=O)[nH]c(SCc3ccc(C#N)cc3)nc2c1,<bos>,C,O,C=O,<7>,O=c1[nH]cnc2ccccc12,<3>,S,C,<0>,c1ccccc1,<3>,C#N,<eos>,,,,,,,,,,,,,,,,,,,,,,,,
O=C(Nc1cn[nH]c1)Nc1cc(Cl)ccc1N1CCCC1,<bos>,Cl,<0>,c1ccccc1,<4>,<3>,(,<3>,C1CCNC1,),N,C=O,N,<0>,c1cn[nH]c1,<eos>,,,,,,,,,,,,,,,,,,,,,,
COc1cc(C(C)C(C)NC(=O)N2CCCC(O)C2)ccc1O,<bos>,C,O,<4>,c1ccccc1,<0>,<3>,(,O,),C,(,C,),C,(,C,),N,C=O,<3>,C1CCNCC1,<1>,O,<eos>,,,,,,,,,,,,,
CC(C)(C)c1nc(CC#N)c(COc2cccc(C#N)c2)o1,<bos>,C,C,(,C,),(,C,),<3>,c1cocn1,<1>,<0>,(,C,C#N,),C,O,<0>,c1ccccc1,<4>,C#N,<eos>,,,,,,,,,,,,,,
Cc1csc(CNC(=O)c2cc3cc(F)ccc3[nH]2)n1,<bos>,C,<0>,c1cscn1,<3>,C,N,C=O,<5>,c1ccc2[nH]ccc2c1,<0>,F,<eos>,,,,,,,,,,,,,,,,,,,,,,,,,
COc1cccc(OC(=O)c2c(C)oc3ncn(C)c(=O)c23)c1,<bos>,C,<7>,O=c1[nH]cnc2occc12,<8>,<2>,(,C,),C=O,O,<4>,c1ccccc1,<0>,O,C,<eos>,,,,,,,,,,,,,,,,,,,,,
COC(=O)c1ccc(CNC(=O)Cc2csc(C)n2)cc1,<bos>,C,O,C=O,<0>,c1ccccc1,<3>,C,N,C=O,C,<0>,c1cscn1,<3>,C,<eos>,,,,,,,,,,,,,,,,,,,,,,
Cc1nnc(SCC(=O)NC(Cc2ccccc2)c2ccccc2)[nH]1,<bos>,c1ccccc1,<0>,C,C,(,<0>,c1ccccc1,),N,C=O,C,S,<3>,c1nnc[nH]1,<0>,C,<eos>,,,,,,,,,,,,,,,,,,,,
Cc1c(NCCN2CCOCC2)cccc1C(N)=O,<bos>,N,C=O,<4>,c1ccccc1,<0>,<5>,(,C,),N,C,C,<5>,C1COCCN1,<eos>,,,,,,,,,,,,,,,,,,,,,,
CCc1noc(CC)c1CNC(=O)c1cc(-c2ccc(F)cc2)on1,<bos>,C,C,<1>,c1cnoc1,<0>,<4>,(,C,C,),C,N,C=O,<1>,c1cnoc1,<4>,<0>,c1ccccc1,<3>,F,<eos>,,,,,,,,,,,,,,,,
N#Cc1nc(-c2ccco2)oc1N1CCOC(Cc2ccccc2)C1,<bos>,C#N,<0>,c1cocn1,<1>,<3>,(,<4>,c1ccoc1,),<5>,C1COCCN1,<1>,C,<0>,c1ccccc1,<eos>,,,,,,,,,,,,,,,,,,,,,
O=C(c1ccc(O)cc1)N1CC2CC(O)C(O)CC2C1,<bos>,O,<0>,C1CCC2CNCC2C1,<5>,<1>,(,O,),C=O,<0>,c1ccccc1,<3>,O,<eos>,,,,,,,,,,,,,,,,,,,,,,,
Clc1cc(CNCc2ccncc2)cc2c1OCCCO2,<bos>,Cl,<2>,c1ccc2c(c1)OCCCO2,<0>,C,N,C,<0>,c1ccncc1,<eos>,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCc1ccc(S(=O)(=O)NC(C)c2nc(C)no2)cc1,<bos>,C,<0>,c1ncon1,<2>,C,(,C,),N,O=[SH2]=O,<3>,c1ccccc1,<0>,C,C,<eos>,,,,,,,,,,,,,,,,,,,,,
Cc1ccc(-n2cnc(-c3csc(NCc4ccccc4)n3)c2)nc1,<bos>,C,<1>,c1ccncc1,<4>,<2>,c1c[nH]cn1,<0>,<0>,c1cscn1,<3>,N,C,<0>,c1ccccc1,<eos>,,,,,,,,,,,,,,,,,,,,,,
Cc1ccccc1OCC(C(=O)N(C)C)C(=O)N1CCCC1,<bos>,C,N,(,C,),C=O,C,(,C=O,<3>,C1CCNC1,),C,O,<5>,c1ccccc1,<0>,C,<eos>,,,,,,,,,,,,,,,,,,
CN(C)C(=O)N1CCN(C(=O)CCC2CCCO2)CC1,<bos>,C,N,(,C,),C=O,<2>,C1CNCCN1,<5>,C=O,C,C,<4>,C1CCOC1,<eos>,,,,,,,,,,,,,,,,,,,,,,
COc1ccccc1NC(=O)C1Cc2ccccc2CN1C(C)=O,<bos>,C,O,<0>,c1ccccc1,<5>,N,C=O,<7>,c1ccc2c(c1)CCNC2,<8>,C=O,C,<eos>,,,,,,,,,,,,,,,,,,,,,,,,
C#CC1CCN(C(=O)c2cn(C)nc2OC)CC1,<bos>,C,O,<1>,c1cn[nH]c1,<0>,<3>,(,C,),C=O,<3>,C1CCNCC1,<0>,<0>,C#C,<eos>,,,,,,,,,,,,,,,,,,,,,
CC(CCC1CCCCO1)NC(=O)c1ccc(N)nn1,<bos>,C1CCOCC1,<2>,C,C,C,(,C,),N,C=O,<5>,c1ccnnc1,<2>,N,<eos>,,,,,,,,,,,,,,,,,,,,,,
COCc1ccccc1NC(=O)N(C)CC(C)C#N,<bos>,C,C,(,C#N,),C,N,(,C,),C=O,N,<5>,c1ccccc1,<0>,C,O,C,<eos>,,,,,,,,,,,,,,,,,,
CC1CCN(C(=O)C2CCN(c3ncccn3)CC2)CC1,<bos>,C,<0>,C1CCNCC1,<3>,C=O,<0>,C1CCNCC1,<3>,<3>,c1cncnc1,<eos>,,,,,,,,,,,,,,,,,,,,,,,,,,
COC(=O)CN(C)C(=O)c1cc(C)c(OC)c(C)c1,<bos>,C,O,<3>,c1ccccc1,<0>,<2>,(,C,),<4>,(,C,),C=O,N,(,C,),C,C=O,O,C,<eos>,,,,,,,,,,,,,,
CC(NC(=O)NC1(O)CCN(CC2CC2)CC1)c1ccccc1,<bos>,C,C,(,<0>,c1ccccc1,),N,C=O,N,<0>,C1CCNCC1,<3>,<0>,(,O,),C,<0>,C1CC1,<eos>,,,,,,,,,,,,,,,,,
Cc1cccc(CNC(=O)c2ccc(-c3ccc(Cl)cc3)o2)n1,<bos>,C,<2>,c1ccncc1,<4>,C,N,C=O,<4>,c1ccoc1,<2>,<0>,c1ccccc1,<3>,Cl,<eos>,,,,,,,,,,,,,,,,,,,,,,
NC(=O)C1CCCN(C(=O)c2cccn2-c2ccccc2)C1,<bos>,N,C=O,<1>,C1CCNCC1,<3>,C=O,<4>,c1cc[nH]c1,<3>,<0>,c1ccccc1,<eos>,,,,,,,,,,,,,,,,,,,,,,,,,
Cc1cc(C)n2c(S(=O)(=O)C(C)Br)nnc2n1,<bos>,C,<1>,c1cnc2nncn2c1,<6>,<8>,(,C,),O=[SH2]=O,C,(,Br,),C,<eos>,,,,,,,,,,,,,,,,,,,,,,
CC(=O)Nc1ccc(NC(CO)Cc2ccccc2)cc1,<bos>,O,C,C,(,C,<0>,c1ccccc1,),N,<3>,c1ccccc1,<0>,N,C=O,C,<eos>,,,,,,,,,,,,,,,,,,,,,
O=C(Nc1ccc2cc[nH]c2c1)c1cccc(NC(=O)C2CC2)c1,<bos>,C1CC1,<0>,C=O,N,<0>,c1ccccc1,<4>,C=O,N,<1>,c1ccc2[nH]ccc2c1,<eos>,,,,,,,,,,,,,,,,,,,,,,,,,
O=C(c1cccc(NS(=O)(=O)c2cc(Cl)ccc2Cl)c1)C1CC1,<bos>,Cl,<0>,c1ccccc1,<4>,<3>,(,Cl,),O=[SH2]=O,N,<0>,c1ccccc1,<4>,C=O,<0>,C1CC1,<eos>,,,,,,,,,,,,,,,,,,,,
Cc1nn(C)c2c1C1CN(c3nc4ccccc4o3)CC1C2,<bos>,C,<2>,c1n[nH]c2c1C1CNCC1C2,<7>,<0>,(,C,),<5>,c1ccc2ocnc2c1,<eos>,,,,,,,,,,,,,,,,,,,,,,,,,,
,<bos>,Cl,<5>,c1ccccc1,<0>,<2>,c1c[nH]nn1,<0>,<4>,(,N,(,C,),C,),C=O,O,C,C,<eos>,,,,,,,,,,,,,,,,,
CCCn1cc(NCc2nc3c(s2)CCCC3)ccc1=O,<bos>,C,C,C,<6>,O=c1cccc[nH]1,<4>,N,C,<0>,c1nc2c(s1)CCCC2,<eos>,,,,,,,,,,,,,,,,,,,,,,,,,,
FC(F)(F)c1ccnc(N2CCN(c3ccncn3)CC2)n1,<bos>,F,C,(,F,),(,F,),<1>,c1cncnc1,<3>,<2>,C1CNCCN1,<5>,<1>,c1cncnc1,<eos>,,,,,,,,,,,,,,,,,,,,
CCOC(=O)C1CCN(C(=O)Cn2nnc(-c3ccccc3)n2)CC1,<bos>,C,C,O,C=O,<0>,C1CCNCC1,<3>,C=O,C,<3>,c1nn[nH]n1,<0>,<0>,c1ccccc1,<eos>,,,,,,,,,,,,,,,,,,,,,,
C=CCN(Cc1cccs1)S(=O)(=O)c1ccccc1C,<bos>,C,<5>,c1ccccc1,<0>,O=[SH2]=O,N,(,C,<4>,c1ccsc1,),C,<0>,C=C,<eos>,,,,,,,,,,,,,,,,,,,,,,
CCOc1ccc(CNC(=O)NCC(C)CO)cc1Cl,<bos>,O,C,C,(,C,),C,N,C=O,N,C,<0>,c1ccccc1,<3>,<4>,(,Cl,),O,C,C,<eos>,,,,,,,,,,,,,,,
CCOC(=O)c1c[nH]c(NCc2ccccc2)nc1=O,<bos>,C,C,O,C=O,<2>,O=c1cc[nH]cn1,<5>,N,C,<0>,c1ccccc1,<eos>,,,,,,,,,,,,,,,,,,,,,,,,,
Cc1ccc(F)c(NC(=O)CSc2nc(-c3ccco3)n[nH]2)c1,<bos>,C,<0>,c1ccccc1,<4>,<3>,(,F,),N,C=O,C,S,<2>,c1nc[nH]n1,<0>,<4>,c1ccoc1,<eos>,,,,,,,,,,,,,,,,,,,
CCCN(CCC)C(=O)c1cc(Cl)ccc1N,<bos>,N,<3>,c1ccccc1,<4>,<0>,(,Cl,),C=O,N,(,C,C,C,),C,C,C,<eos>,,,,,,,,,,,,,,,,,,
O=C(Nc1ccc(S(=O)(=O)NC2CC2)cc1)C1CC1,<bos>,C1CC1,<0>,N,O=[SH2]=O,<3>,c1ccccc1,<0>,N,C=O,<0>,C1CC1,<eos>,,,,,,,,,,,,,,,,,,,,,,,,,
COc1ccc(C(=O)OC(C)C(=O)NCC2CC=CC2)cc1C#N,<bos>,C,O,<3>,c1ccccc1,<0>,<4>,(,C#N,),C=O,O,C,(,C,),C=O,N,C,<3>,C1=CCCC1,<eos>,,,,,,,,,,,,,,,,
COc1ccc(C(C)NC(=O)Nc2cc(C#N)ccc2C)cc1F,<bos>,C,<3>,c1ccccc1,<4>,<0>,(,C#N,),N,C=O,N,C,(,C,),<0>,c1ccccc1,<3>,<4>,(,F,),O,C,<eos>,,,,,,,,,,,,
O=C(CN1CCN(c2ccccc2O)CC1)Nc1ccc(Cl)cc1,<bos>,Cl,<3>,c1ccccc1,<0>,N,C=O,C,<2>,C1CNCCN1,<5>,<0>,c1ccccc1,<5>,O,<eos>,,,,,,,,,,,,,,,,,,,,,,
CCOc1ccc(S(=O)(=O)NCCOC)cc1Cl,<bos>,C,C,O,<3>,c1ccccc1,<0>,<4>,(,Cl,),O=[SH2]=O,N,C,C,O,C,<eos>,,,,,,,,,,,,,,,,,,,,
Cc1ccc2c(=O)c(C(=O)NC3CCCNC3=O)c[nH]c2n1,<bos>,C,<7>,O=c1cc[nH]c2ncccc12,<2>,C=O,N,<2>,O=C1CCCCN1,<eos>,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O=C(Nc1ccccc1)Nc1ccccc1N1CCCNC1=O,<bos>,c1ccccc1,<0>,N,C=O,N,<0>,c1ccccc1,<5>,<2>,O=C1NCCCN1,<eos>,,,,,,,,,,,,,,,,,,,,,,,,,,
CS(=O)(=O)c1ccc(CNC(=O)c2cc(F)cc(F)c2)cc1,<bos>,F,<2>,c1ccccc1,<0>,<4>,(,F,),C=O,N,C,<0>,c1ccccc1,<3>,O=[SH2]=O,C,<eos>,,,,,,,,,,,,,,,,,,,,
CC(C)OC(=O)N1CCCN(Cc2cccc3cccnc23)CC1,<bos>,C,C,(,C,),O,C=O,<2>,C1CNCCNC1,<5>,C,<2>,c1ccc2ncccc2c1,<eos>,,,,,,,,,,,,,,,,,,,,,,,
,<bos>,N,<6>,c1cnc2[nH]ncc2c1,<0>,<4>,(,C,),<0>,(,<0>,c1ccccc1,),C=O,O,C,C,<eos>,,,,,,,,,,,,,,,,,,,
C=CCN1CCN(c2ccc(CC(=O)Nc3ccccc3)cc2)CC1,<bos>,C=C,<0>,C,<2>,C1CNCCN1,<5>,<0>,c1ccccc1,<3>,C,C=O,N,<0>,c1ccccc1,<eos>,,,,,,,,,,,,,,,,,,,,,,
COc1ccc2c(CC(=O)CCNC(=O)C3CC3)coc2c1,<bos>,C,O,<1>,c1ccc2occc2c1,<6>,C,C=O,C,C,N,C=O,<0>,C1CC1,<eos>,,,,,,,,,,,,,,,,,,,,,,,
Cc1cc(C(=O)OCC2CC(=O)N(c3ccccc3)C2)nn1C,<bos>,C,<4>,c1cn[nH]c1,<1>,<3>,(,C,),C=O,O,C,<3>,O=C1CCCN1,<5>,<0>,c1ccccc1,<eos>,,,,,,,,,,,,,,,,,,,,
COCCCCC(=O)NCC(c1cccs1)N(C)C,<bos>,C,N,(,C,),C,(,<4>,c1ccsc1,),C,N,C=O,C,C,C,C,O,C,<eos>,,,,,,,,,,,,,,,,,
CC(=O)Nc1ccc(NC(=O)CNc2cccc(F)c2)cc1,<bos>,C,C=O,N,<0>,c1ccccc1,<3>,N,C=O,C,N,<0>,c1ccccc1,<4>,F,<eos>,,,,,,,,,,,,,,,,,,,,,,
Cc1cc(C)n(CCOC(=O)c2c(C)noc2C)n1,<bos>,C,<1>,c1cnoc1,<0>,<4>,(,C,),C=O,O,C,C,<3>,c1cn[nH]c1,<1>,<4>,(,C,),C,<eos>,,,,,,,,,,,,,,,,
COc1ccc(NC(=O)Cn2nc(-c3ccccc3)c3ccccc3c2=O)cc1,<bos>,C,O,<0>,c1ccccc1,<3>,N,C=O,C,<2>,O=c1[nH]ncc2ccccc12,<4>,<0>,c1ccccc1,<eos>,,,,,,,,,,,,,,,,,,,,,,,
CCN(CC)C(=O)c1ccc(NC(=O)c2ccco2)cc1,<bos>,C,C,N,(,C,C,),C=O,<0>,c1ccccc1,<3>,N,C=O,<4>,c1ccoc1,<eos>,,,,,,,,,,,,,,,,,,,,,
CC(C)(C)C(=O)Nc1ccc(OCC(=O)Nc2cn[nH]c2)cc1,<bos>,C,C,(,C,),(,C,),C=O,N,<0>,c1ccccc1,<3>,O,C,C=O,N,<0>,c1cn[nH]c1,<eos>,,,,,,,,,,,,,,,,,
CC1(O)CCN(C(=O)Cn2ccc(=O)[nH]c2=O)CC1O,<bos>,C,<0>,C1CCNCC1,<3>,<0>,(,O,),<1>,(,O,),C=O,C,<4>,O=c1cc[nH]c(=O)[nH]1,<eos>,,,,,,,,,,,,,,,,,,,,
Cc1cccn2cc(CC3CCCN(C(=O)c4ccncc4)C3)nc12,<bos>,C,<8>,c1ccn2ccnc2c1,<5>,C,<1>,C1CCNCC1,<3>,C=O,<0>,c1ccncc1,<eos>,,,,,,,,,,,,,,,,,,,,,,,,,
CCCCNC(=O)N1CCC(N(C)S(C)(=O)=O)CC1,<bos>,C,O=[SH2]=O,N,(,C,),<0>,C1CCNCC1,<3>,C=O,N,C,C,C,C,<eos>,,,,,,,,,,,,,,,,,,,,,
Cc1noc(F)c1CN1CCN(C)CC1c1nc2c(s1)CCCC2,<bos>,c1nc2c(s1)CCCC2,<0>,<0>,C1CNCCN1,<5>,<2>,(,C,),C,<0>,c1cnoc1,<1>,<4>,(,F,),C,<eos>,,,,,,,,,,,,,,,,,,
COc1ccc(-n2cc(S(=O)(=O)NCC3CCCO3)nn2)cc1,<bos>,C,O,<0>,c1ccccc1,<3>,<2>,c1c[nH]nn1,<0>,O=[SH2]=O,N,C,<4>,C1CCOC1,<eos>,,,,,,,,,,,,,,,,,,,,,,,
CN(Cc1ccco1)C(=O)NC(c1ccccc1)c1ccccn1,<bos>,c1ccccc1,<0>,C,(,<2>,c1ccncc1,),N,C=O,N,(,C,),C,<4>,c1ccoc1,<eos>,,,,,,,,,,,,,,,,,,,,
CCOc1cc(C#N)ccc1OCc1cccc(C(C)=O)c1,<bos>,C,C,O,<4>,c1ccccc1,<3>,<0>,(,C#N,),O,C,<0>,c1ccccc1,<4>,C=O,C,<eos>,,,,,,,,,,,,,,,,,,,
CCCN(Cc1ccccc1)C(=O)Nc1cc(C)on1,<bos>,C,C,C,N,(,C,<0>,c1ccccc1,),C=O,N,<1>,c1cnoc1,<4>,C,<eos>,,,,,,,,,,,,,,,,,,,,,
CC(C)(C#N)C(=O)Nc1cc(=O)[nH]c2ccccc12,<bos>,C,C,(,C,),(,C#N,),C=O,N,<3>,O=c1ccc2ccccc2[nH]1,<eos>,,,,,,,,,,,,,,,,,,,,,,,,
O=C(CCc1c[nH]c2ccccc12)Nc1ccccc1O,<bos>,O,<5>,c1ccccc1,<0>,N,C=O,C,C,<6>,c1ccc2[nH]ccc2c1,<eos>,,,,,,,,,,,,,,,,,,,,,,,,,,
